,UNIQUEID,DISBURSED_AMOUNT,ASSET_COST,LTV,BRANCH_ID,SUPPLIER_ID,MANUFACTURER_ID,CURRENT_PINCODE_ID,DATE_OF_BIRTH,EMPLOYMENT_TYPE,DISBURSAL_DATE,STATE_ID,EMPLOYEE_CODE_ID,MOBILENO_AVL_FLAG,AADHAR_FLAG,PAN_FLAG,VOTERID_FLAG,DRIVING_FLAG,PASSPORT_FLAG,PERFORM_CNS_SCORE,PERFORM_CNS_SCORE_DESCRIPTION,PRI_NO_OF_ACCTS,PRI_ACTIVE_ACCTS,PRI_OVERDUE_ACCTS,PRI_CURRENT_BALANCE,PRI_SANCTIONED_AMOUNT,PRI_DISBURSED_AMOUNT,SEC_NO_OF_ACCTS,SEC_ACTIVE_ACCTS,SEC_OVERDUE_ACCTS,SEC_CURRENT_BALANCE,SEC_SANCTIONED_AMOUNT,SEC_DISBURSED_AMOUNT,PRIMARY_INSTAL_AMT,SEC_INSTAL_AMT,NEW_ACCTS_IN_LAST_SIX_MONTHS,DELINQUENT_ACCTS_IN_LAST_SIX_MONTHS,AVERAGE_ACCT_AGE,CREDIT_HISTORY_LENGTH,NO_OF_INQUIRIES,LOAN_DEFAULT
93263,457785,58147,76644,78.54,249,22907,86,2206,24-08-1988,Salaried,23-08-2018,4,36,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
75635,593504,73317,88000,85.23,2,14698,45,1714,25-09-1975,Salaried,21-10-2018,4,1215,1,1,0,1,0,0,300,M-Very High Risk,8,3,2,309112,512150,512150,0,0,0,0,0,0,6288,0,0,0,2yrs 9mon,5yrs 6mon,0,0
136034,484986,56212,68000,84.62,2,14770,86,1614,01-09-1976,Salaried,31-08-2018,4,987,1,1,0,0,0,0,879,A-Very Low Risk,3,1,0,0,400000,400000,0,0,0,0,0,0,51009,0,0,0,2yrs 8mon,5yrs 5mon,0,0
85917,494864,45349,70120,67.03,162,17094,86,1810,10-11-1980,Salaried,07-09-2018,4,723,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
92310,451312,50400,67442,76.96,16,21980,86,3010,01-01-1980,Self employed,20-08-2018,14,435,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
212946,417471,56813,66739,89.9,138,23418,86,3563,25-05-1981,Self employed,01-08-2018,9,3033,1,1,0,0,0,0,300,M-Very High Risk,30,6,1,58828,105410,105410,0,0,0,0,0,0,21673,0,4,0,0yrs 8mon,2yrs 10mon,1,1
179492,588971,55225,66548,85.0,34,15662,86,1082,01-06-1959,Salaried,19-10-2018,6,2483,1,1,0,0,0,0,572,I-Medium Risk,4,3,2,1564201,1442009,1442009,0,0,0,0,0,0,0,0,1,1,3yrs 1mon,6yrs 2mon,0,0
90576,462479,29218,66234,45.65,251,18449,86,6855,01-05-1960,Self employed,24-08-2018,13,490,1,0,1,1,0,0,16,Not Scored: No Activity seen on the customer (Inactive),4,0,1,0,0,0,0,0,0,0,0,0,15338,0,0,0,2yrs 7mon,3yrs 10mon,0,0
183439,576905,54743,72500,80.0,68,21899,86,932,01-06-1984,Salaried,14-10-2018,6,2533,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
188796,490269,50303,75905,68.51,11,23178,51,6010,07-10-1991,Self employed,05-09-2018,3,2672,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,1,0,121500,165000,165000,0,0,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 0mon,0,0
93430,466781,50603,61221,84.45,18,22927,45,2702,01-01-1968,Self employed,27-08-2018,4,1154,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
134499,493861,60000,73500,84.35,13,24033,86,4624,25-02-1986,Self employed,07-09-2018,8,1374,1,1,0,0,0,0,709,D-Very Low Risk,8,3,0,94838,185004,185004,0,0,0,0,0,0,264136,0,1,0,0yrs 11mon,2yrs 1mon,1,0
77759,467624,53228,67000,81.34,2,14770,86,1694,30-12-1981,Self employed,28-08-2018,4,611,1,1,0,0,0,0,300,M-Very High Risk,2,0,1,0,0,0,0,0,0,0,0,0,13590,0,0,0,0yrs 9mon,1yrs 7mon,0,0
104364,520758,45879,62165,78.82,3,14764,86,44,01-01-1979,Self employed,20-09-2018,1,1931,1,1,0,0,0,0,366,K-High Risk,2,1,1,331501,400000,400000,0,0,0,0,0,0,26422,0,0,0,1yrs 3mon,2yrs 1mon,0,0
110247,547308,65169,74000,89.19,2,22998,86,1655,10-04-1995,Salaried,29-09-2018,4,484,1,1,0,0,0,0,710,D-Very Low Risk,2,1,0,9461,9461,9461,0,0,0,0,0,0,3213,0,1,0,0yrs 3mon,0yrs 6mon,0,1
192180,649690,61800,82000,76.65,2,24261,86,1644,09-12-1984,Self employed,31-10-2018,4,2624,1,1,0,0,0,0,698,E-Low Risk,7,3,0,90763,125400,125400,0,0,0,0,0,0,15586,0,2,0,1yrs 0mon,3yrs 1mon,1,0
100050,646784,53394,67519,82.94,63,18050,86,7085,01-01-1972,Self employed,31-10-2018,10,1284,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0yrs 6mon,0yrs 6mon,0,0
227443,558234,46145,65366,73.43,79,21556,45,735,10-05-1985,Self employed,05-10-2018,18,3503,1,1,0,0,0,0,779,B-Very Low Risk,2,1,0,2634,52500,52500,0,0,0,0,0,0,0,0,0,0,2yrs 9mon,3yrs 6mon,0,0
104745,496776,52803,62094,87.77,250,23000,86,1543,01-07-1977,Salaried,08-09-2018,6,1177,1,1,0,0,0,0,613,H-Medium Risk,3,2,0,644280,756080,756080,0,0,0,0,0,0,10433,0,0,0,2yrs 2mon,4yrs 7mon,0,0
188722,520088,47599,70791,69.92,121,21043,86,3659,06-05-1993,Self employed,20-09-2018,9,2585,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
86889,497357,50383,63642,84.85,79,17413,86,738,01-01-1970,Self employed,10-09-2018,18,446,1,1,0,0,0,0,825,A-Very Low Risk,2,1,0,30279,1000000,1000000,0,0,0,0,0,0,2048,0,0,0,1yrs 3mon,2yrs 1mon,0,0
29425,462065,54259,61915,89.32,67,18532,45,1515,01-02-1992,Salaried,24-08-2018,6,616,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,5974,8961,8961,1,1,0,9992,14990,14990,2717,0,2,0,0yrs 3mon,0yrs 7mon,1,1
150368,544084,62947,80204,81.04,29,23532,86,5862,01-01-1984,Self employed,28-09-2018,3,2007,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
178317,620972,47349,62500,78.4,202,23963,45,778,25-06-1992,Self employed,25-10-2018,18,2401,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
156618,558786,51303,60475,87.64,79,21556,45,772,05-10-1989,Salaried,05-10-2018,18,2058,1,0,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
156536,622272,58013,66671,89.99,79,21556,45,771,23-05-1980,Salaried,26-10-2018,18,2058,1,1,0,0,0,0,649,G-Low Risk,7,5,0,1615561,1646585,1646575,0,0,0,0,0,0,31415,0,4,1,0yrs 8mon,1yrs 9mon,0,1
39880,586398,57559,68609,84.97,19,14375,86,1840,09-09-1989,Self employed,18-10-2018,4,650,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
178272,497730,41094,59000,72.37,202,23971,48,787,01-01-1978,Self employed,10-09-2018,18,2401,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
83899,511070,57013,65368,89.49,34,22637,86,984,01-10-1987,Self employed,16-09-2018,6,308,1,0,0,1,0,0,653,F-Low Risk,3,2,0,26704,50000,50000,0,0,0,0,0,0,3540,0,1,1,0yrs 9mon,1yrs 4mon,0,1
95313,620136,50907,69770,74.89,136,20498,45,3790,08-11-1984,Salaried,25-10-2018,8,885,1,1,0,0,0,0,625,H-Medium Risk,11,5,1,322122,365540,365540,0,0,0,0,0,0,2050,0,1,1,0yrs 10mon,2yrs 0mon,2,0
79369,502812,55259,77115,73.92,42,24163,51,5242,03-11-1993,Self employed,12-09-2018,3,215,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
196129,509271,58881,76757,79.39,36,24139,45,6694,01-01-1986,Salaried,15-09-2018,13,2604,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
101311,592214,53503,88837,61.91,18,14234,86,2711,12-07-1993,Self employed,20-10-2018,4,846,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
132860,504148,64669,91502,72.13,250,23252,48,1549,01-01-1995,Salaried,14-09-2018,6,171,1,1,0,0,0,0,774,B-Very Low Risk,2,2,0,-350,79940,79940,0,0,0,0,0,0,2425,0,0,0,1yrs 6mon,2yrs 2mon,0,0
181782,593982,61947,85200,73.94,117,18546,120,2185,10-12-1981,Self employed,21-10-2018,4,2468,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,2,2,0,175044,165000,165000,0,0,0,0,0,0,183150,0,1,0,0yrs 5mon,0yrs 7mon,0,0
57565,559664,40534,75933,56.63,1,18068,86,6102,01-01-1993,Self employed,06-10-2018,3,1157,1,0,0,1,0,0,637,G-Low Risk,2,2,0,49364,60000,60000,0,0,0,0,0,0,1248,0,1,0,1yrs 11mon,3yrs 9mon,0,0
42497,564170,56513,73885,78.5,165,21064,86,6497,13-07-1991,Salaried,09-10-2018,5,1466,1,1,0,0,0,0,825,A-Very Low Risk,10,3,0,64423,75890,75890,0,0,0,0,0,0,13616,0,1,0,0yrs 11mon,1yrs 9mon,2,0
196581,553936,60213,72700,83.91,5,20973,120,3381,29-06-1973,Self employed,30-09-2018,9,2638,1,1,0,0,0,0,721,D-Very Low Risk,4,4,0,106100,213000,213000,6,2,0,13621,56780,56780,7481,11312,1,0,3yrs 4mon,8yrs 0mon,1,0
20039,634223,58942,74948,84.73,70,16932,86,2412,20-05-1981,Self employed,28-10-2018,4,969,1,1,0,0,0,0,624,H-Medium Risk,3,2,0,80338,109000,109000,0,0,0,0,0,0,1149,0,1,0,1yrs 3mon,1yrs 11mon,0,0
41128,580390,44607,73566,63.75,120,21735,45,6947,01-01-1982,Salaried,15-10-2018,12,64,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
196831,620942,53803,82024,67.05,159,24406,86,7220,16-08-1995,Self employed,25-10-2018,7,3291,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
125439,482492,53337,64548,84.99,67,22350,86,1450,27-09-1972,Self employed,31-08-2018,6,658,1,1,0,0,0,0,300,M-Very High Risk,14,4,3,2137342,3524000,3524000,0,0,0,0,0,0,7250,0,0,0,1yrs 10mon,6yrs 8mon,0,0
121872,563279,68169,79000,88.61,135,24499,86,1794,01-01-1981,Self employed,08-10-2018,4,1404,1,1,0,0,0,0,300,M-Very High Risk,2,2,2,31400,32000,32000,0,0,0,0,0,0,2100,0,0,0,0yrs 11mon,1yrs 0mon,0,1
194706,561694,50303,65820,79.0,85,18393,45,2020,11-12-1984,Self employed,08-10-2018,4,2831,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
51710,468788,95781,170242,58.67,85,22628,67,1958,23-09-1982,Self employed,28-08-2018,4,1678,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,2,2,0,605776,601000,601000,0,0,0,0,0,0,455000,0,2,0,0yrs 1mon,0yrs 1mon,0,0
61580,567298,76751,124821,62.49,48,23594,120,6395,31-08-1997,Salaried,10-10-2018,5,1523,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
223971,591074,60713,75088,83.9,138,15663,86,3378,10-03-1982,Self employed,20-10-2018,9,3338,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,4,0
173577,599378,49228,66400,79.07,147,18415,45,2799,14-12-1992,Self employed,22-10-2018,2,2445,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
31645,525337,54948,66982,85.0,162,15805,86,1849,11-02-1990,Self employed,21-09-2018,4,572,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
140454,534452,53803,64987,83.86,34,15118,45,1045,28-03-1971,Self employed,25-09-2018,6,245,1,0,0,1,0,0,623,H-Medium Risk,40,8,0,106162,194700,194700,1,1,0,17396,24000,23238,32348,0,3,0,0yrs 11mon,5yrs 0mon,2,0
185277,492591,45049,77059,60.08,162,15805,86,1874,01-07-1963,Self employed,06-09-2018,4,2844,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
86400,582502,58947,75738,80.54,42,23149,45,5360,24-01-1990,Self employed,16-10-2018,3,153,1,1,0,0,0,0,14,Not Scored: Only a Guarantor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 6mon,1yrs 6mon,0,1
42725,447927,54579,68438,84.75,5,14347,86,3389,20-09-1995,Salaried,18-08-2018,9,489,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
212667,509263,70779,104979,69.42,147,24118,51,2825,09-05-1998,,15-09-2018,2,3016,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
218118,529437,54259,102670,54.54,136,24159,51,3689,28-03-1969,Salaried,23-09-2018,8,3306,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,14024,18700,18700,0,0,0,0,0,0,2338,0,1,0,0yrs 2mon,0yrs 2mon,0,0
232477,445058,42210,64541,68.17,65,23500,120,6802,31-12-1975,Salaried,17-08-2018,13,2513,1,0,0,0,1,0,637,G-Low Risk,3,2,1,536141,765590,765590,0,0,0,0,0,0,6826,0,0,0,1yrs 5mon,3yrs 6mon,0,1
12209,608175,42394,69731,61.67,20,15452,86,6170,01-01-1971,Salaried,23-10-2018,5,1221,1,1,0,0,0,0,749,C-Very Low Risk,3,1,0,82781,500000,500000,0,0,0,0,0,0,1823,0,0,1,3yrs 0mon,7yrs 5mon,0,0
187000,452409,47349,76634,65.25,103,24217,51,6983,01-02-1997,,21-08-2018,7,2633,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
161406,552566,80586,110353,74.76,67,17170,48,1446,10-10-1996,Self employed,30-09-2018,6,2152,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
167530,439773,50018,62544,84.74,258,24311,120,125,04-03-1979,Self employed,16-08-2018,16,2265,1,1,0,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 3mon,3yrs 3mon,0,0
163965,642206,37939,64446,59.74,3,23175,86,17,04-02-1989,Self employed,30-10-2018,1,2233,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0yrs 6mon,0yrs 6mon,0,0
164639,526203,54078,65338,84.18,117,23606,86,2108,01-01-1983,Salaried,21-09-2018,4,2176,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
169204,588239,49763,84840,61.29,9,18066,86,5484,10-03-1996,Self employed,19-10-2018,3,2240,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
62602,560485,56013,76190,76.13,16,18317,86,2944,05-05-1991,Self employed,06-10-2018,14,835,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,2,0
130057,587543,66632,75800,89.71,15,18387,51,293,15-07-1985,Self employed,19-10-2018,11,1253,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1601,0,0,0,0yrs 6mon,0yrs 6mon,0,0
72861,418875,51803,59745,88.71,79,21556,45,771,01-01-1988,Self employed,01-08-2018,18,1601,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
209703,468663,70923,88676,81.53,13,18149,86,4578,24-06-1991,Salaried,28-08-2018,8,2899,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
158037,537766,70713,99700,74.1,85,17143,48,1934,02-02-1979,Self employed,26-09-2018,4,2118,1,1,0,0,0,0,825,A-Very Low Risk,32,5,0,67507,112079,112079,0,0,0,0,0,0,21748,0,2,0,0yrs 9mon,2yrs 1mon,2,0
160829,471031,53528,68910,79.81,10,14383,45,5721,05-01-1992,Self employed,28-08-2018,3,2192,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
40650,427655,50773,63943,82.89,74,16646,86,2578,02-08-1989,Salaried,08-08-2018,4,1053,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
191854,628644,73317,84300,88.97,248,24099,86,1768,01-01-1975,Salaried,27-10-2018,4,2714,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
123432,487327,40394,71520,58.72,1,23216,45,6144,01-01-1987,Self employed,03-09-2018,3,1802,1,0,0,1,0,0,744,C-Very Low Risk,5,3,0,3399,47898,47898,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,2yrs 2mon,0,0
232583,634130,65496,74728,89.99,135,23550,86,1657,23-12-1988,Salaried,28-10-2018,4,2540,1,1,0,0,0,0,538,J-High Risk,4,2,0,41324,102000,112493,0,0,0,0,0,0,5865,0,1,1,1yrs 2mon,2yrs 1mon,4,0
204173,522081,59900,68803,89.97,121,21043,86,3671,28-07-1994,Self employed,20-09-2018,9,2796,1,1,0,0,0,0,830,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 1mon,3yrs 1mon,0,0
108933,593680,58013,84500,69.82,67,22775,120,1501,01-01-1982,Self employed,21-10-2018,6,933,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
135518,492410,70817,119200,61.24,11,22958,120,5633,01-01-1988,Self employed,06-09-2018,3,227,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
75585,486799,58116,70130,84.99,2,22031,86,1743,01-01-1995,Salaried,03-09-2018,4,1830,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
184031,639627,49488,74113,71.51,7,22451,49,5768,23-01-1982,Self employed,30-10-2018,3,2516,1,1,0,0,0,0,738,C-Very Low Risk,7,3,0,123508,137250,137250,0,0,0,0,0,0,17910,0,1,0,0yrs 9mon,1yrs 5mon,1,0
211593,461396,40894,54467,77.11,15,23475,51,350,01-01-1971,Salaried,24-08-2018,11,3021,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
119377,588267,54759,63107,89.53,160,14180,86,43,11-02-1988,Salaried,19-10-2018,1,581,1,1,0,0,0,0,445,K-High Risk,20,10,1,2057909,3292538,3333218,0,0,0,0,0,0,0,0,1,3,1yrs 7mon,4yrs 5mon,0,0
55389,512631,56459,64915,88.89,15,14300,45,302,01-01-1994,Salaried,17-09-2018,11,660,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2746,0,0,0,0yrs 7mon,0yrs 7mon,0,0
201285,591030,56013,80252,72.27,11,23950,45,5993,01-01-1995,Self employed,20-10-2018,3,2807,1,1,0,0,0,0,564,J-High Risk,3,1,0,20500,20500,20500,0,0,0,0,0,0,0,0,0,1,1yrs 2mon,1yrs 3mon,1,0
9791,552474,56259,78681,72.44,17,18176,86,3243,11-01-1996,Salaried,30-09-2018,17,351,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
227222,589732,58659,87464,68.6,67,18166,86,1429,01-01-1987,Self employed,20-10-2018,6,3427,1,0,0,1,0,0,598,I-Medium Risk,13,5,0,58017,154316,154316,0,0,0,0,0,0,35389,0,1,0,0yrs 9mon,1yrs 9mon,0,1
73297,546502,57259,69335,85.09,48,15905,86,6258,01-01-1983,Self employed,28-09-2018,5,1301,1,1,0,0,0,0,592,I-Medium Risk,5,5,0,60544,119261,84261,0,0,0,0,0,0,0,0,1,0,0yrs 7mon,1yrs 0mon,0,0
88984,455418,50030,69030,76.78,8,14823,45,5269,04-05-1975,Salaried,22-08-2018,3,1476,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,0
93889,556282,59947,72994,83.57,251,22971,45,6892,16-02-1990,Self employed,03-10-2018,13,255,1,0,0,1,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,23331,25000,25000,0,0,0,0,0,0,1520,0,1,0,0yrs 1mon,0yrs 1mon,1,1
91125,571038,34341,73061,47.91,42,23651,49,5224,08-06-1981,Self employed,12-10-2018,3,1758,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,9093,12990,12990,0,0,0,0,0,0,0,0,1,0,0yrs 1mon,0yrs 1mon,0,0
230105,598875,50553,63080,82.44,20,13928,45,6163,01-01-1967,Salaried,22-10-2018,5,3680,1,1,0,0,0,0,706,D-Very Low Risk,1,1,0,141503,180000,180000,0,0,0,0,0,0,4236,0,0,0,1yrs 5mon,1yrs 5mon,0,0
29591,607558,52653,71153,74.98,136,22085,86,3683,02-12-1989,Salaried,23-10-2018,8,1599,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
7828,632878,59547,72000,85.0,19,16938,86,1864,19-07-1992,Salaried,28-10-2018,4,764,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
103146,558383,97399,140034,70.34,48,18373,49,6385,01-01-1993,Salaried,05-10-2018,5,1367,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
184152,510314,62947,74535,87.21,7,21866,45,5790,20-05-1993,Self employed,16-09-2018,3,2537,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
62492,487187,48045,67959,73.43,65,22644,86,6818,06-11-1981,Salaried,03-09-2018,13,1478,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
82852,568586,35939,67918,54.48,79,17413,86,738,01-07-1981,Salaried,11-10-2018,18,337,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0yrs 6mon,0yrs 6mon,0,0
33045,424200,51223,63000,85.71,3,18125,45,95,01-01-1990,Salaried,06-08-2018,16,1194,1,1,0,0,0,0,300,M-Very High Risk,1,1,1,3944,7889,7889,0,0,0,0,0,0,1315,0,0,0,0yrs 10mon,0yrs 10mon,0,1
126956,450216,62213,70900,88.86,136,23393,45,3800,07-06-1992,Self employed,20-08-2018,8,946,1,1,0,0,0,0,667,F-Low Risk,2,2,0,37000,51000,51000,0,0,0,0,0,0,37000,0,0,0,0yrs 9mon,0yrs 10mon,0,0
203471,604043,52303,71084,74.56,48,21215,86,6294,01-01-1984,Self employed,23-10-2018,5,2965,1,1,0,0,0,0,714,D-Very Low Risk,6,4,0,70370,117000,117000,0,0,0,0,0,0,7670,0,0,0,1yrs 6mon,3yrs 7mon,1,0
161136,616990,90555,140250,66.31,11,22880,120,5876,01-01-1993,Self employed,25-10-2018,3,2100,1,1,0,0,0,0,658,F-Low Risk,2,1,1,161700,530000,530000,0,0,0,0,0,0,0,0,0,1,2yrs 7mon,3yrs 11mon,1,1
172011,624881,51478,68035,77.9,18,22927,45,2744,12-08-1992,Salaried,26-10-2018,4,2389,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0yrs 7mon,0yrs 7mon,0,0
103463,633707,58259,77766,75.87,16,15694,86,2944,01-01-1996,Salaried,28-10-2018,14,1517,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
143995,570332,44394,65642,68.55,48,15905,86,6337,01-01-1984,Self employed,11-10-2018,5,1723,1,1,0,0,0,0,419,K-High Risk,13,1,1,27931,275000,275000,0,0,0,0,0,0,28250,0,0,0,0yrs 6mon,2yrs 9mon,1,0
223875,620007,55459,67897,82.77,136,20490,45,3693,27-08-1988,Salaried,25-10-2018,8,3296,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
